日付,通貨名,始値,高値,安値,終値,平均値
2018/06/06,btc_jpy,818800.00000000,845500.00000000,817700.00000000,841110.00000000,836825.54157981
2018/06/07,btc_jpy,841110.00000000,855000.00000000,827005.00000000,847760.00000000,845930.57615464
2018/06/08,btc_jpy,847760.00000000,850000.00000000,828000.00000000,834195.00000000,840206.51518952
2018/06/09,btc_jpy,834285.00000000,844000.00000000,832160.00000000,836715.00000000,839636.91033248
2018/06/10,btc_jpy,836700.00000000,840000.00000000,790200.00000000,797800.00000000,811415.51380433
2018/06/11,btc_jpy,797800.00000000,799395.00000000,735010.00000000,746005.00000000,750305.20781470
2018/06/12,btc_jpy,745515.00000000,767600.00000000,740000.00000000,751160.00000000,756905.97785489
2018/06/13,btc_jpy,751200.00000000,751845.00000000,719600.00000000,720825.00000000,732007.44590488
2018/06/14,btc_jpy,720635.00000000,727110.00000000,700000.00000000,712000.00000000,713618.96623028
2018/06/15,btc_jpy,712000.00000000,744000.00000000,701000.00000000,725200.00000000,731170.77971765
2018/06/16,btc_jpy,725295.00000000,734155.00000000,706435.00000000,715175.00000000,719081.42467018
2018/06/17,btc_jpy,715165.00000000,729140.00000000,706600.00000000,719535.00000000,723077.38388415
2018/06/18,btc_jpy,719535.00000000,728750.00000000,709505.00000000,715970.00000000,717173.44363246
2018/06/19,btc_jpy,715970.00000000,750000.00000000,715000.00000000,742395.00000000,737571.00506058
2018/06/20,btc_jpy,742395.00000000,748000.00000000,725005.00000000,745535.00000000,736280.77803927
2018/06/21,btc_jpy,745525.00000000,752000.00000000,740500.00000000,743615.00000000,746508.76185264
2018/06/22,btc_jpy,743615.00000000,746060.00000000,687500.00000000,691525.00000000,723617.43423606
2018/06/23,btc_jpy,691500.00000000,696265.00000000,667000.00000000,684000.00000000,684498.72334334
2018/06/24,btc_jpy,683900.00000000,695210.00000000,647800.00000000,660985.00000000,667095.91716831
2018/06/25,btc_jpy,660950.00000000,700000.00000000,648805.00000000,692495.00000000,679787.95611390
2018/06/26,btc_jpy,692500.00000000,696390.00000000,680500.00000000,684320.00000000,688683.97950260
2018/06/27,btc_jpy,684245.00000000,690000.00000000,667500.00000000,675000.00000000,676952.56472787
2018/06/28,btc_jpy,675105.00000000,683725.00000000,670335.00000000,677100.00000000,677087.74723560
2018/06/29,btc_jpy,677095.00000000,677420.00000000,647505.00000000,654625.00000000,657550.88624367
2018/06/30,btc_jpy,654685.00000000,710000.00000000,651860.00000000,703095.00000000,692278.07788266
2018/07/01,btc_jpy,703215.00000000,713400.00000000,695000.00000000,697505.00000000,703779.45001249
2018/07/02,btc_jpy,697530.00000000,733000.00000000,693580.00000000,730480.00000000,705104.88949818
2018/07/03,btc_jpy,730880.00000000,739000.00000000,723000.00000000,728250.00000000,732639.90861079
2018/07/04,btc_jpy,728250.00000000,742415.00000000,705555.00000000,739155.00000000,722636.71439910
2018/07/05,btc_jpy,739290.00000000,740000.00000000,721240.00000000,729100.00000000,731839.74265476
2018/07/06,btc_jpy,729100.00000000,734995.00000000,712330.00000000,722715.00000000,722691.69878064
2018/07/07,btc_jpy,722535.00000000,730500.00000000,720100.00000000,725680.00000000,726552.01309789
2018/07/08,btc_jpy,725895.00000000,745900.00000000,719750.00000000,741895.00000000,736548.52575281
2018/07/09,btc_jpy,741870.00000000,745000.00000000,734005.00000000,741850.00000000,740552.52828018
2018/07/10,btc_jpy,741850.00000000,747500.00000000,706500.00000000,710890.00000000,728854.73727148
2018/07/11,btc_jpy,710820.00000000,715000.00000000,698590.00000000,708800.00000000,706842.77148292
2018/07/12,btc_jpy,708795.00000000,716380.00000000,690575.00000000,695345.00000000,704293.47590684
2018/07/13,btc_jpy,695345.00000000,707450.00000000,683000.00000000,703335.00000000,699972.54894253
